customer_id,product,amount,transaction_date,day_of_week,day_num,hour,month,month_name,is_weekend,week_num,year,days_since_last_purchase,recency_segment
C004,Sports,58.86,2024-12-20 21:45:24,Friday,4,21,12,December,0,51,2024,19,Active (<=30 days)
C001,Clothing,210.89,2024-04-29 21:30:06,Monday,0,21,4,April,0,18,2024,16,Active (<=30 days)
C003,Sports,392.95,2024-07-24 20:22:57,Wednesday,2,20,7,July,0,30,2024,41,At-risk (31-90 days)
C011,Books,349.43,2024-03-03 09:11:09,Sunday,6,9,3,March,1,9,2024,25,Active (<=30 days)
C011,Books,196.2,2024-09-02 22:59:30,Monday,0,22,9,September,0,36,2024,25,Active (<=30 days)
C016,Books,27.59,2024-02-23 03:27:18,Friday,4,3,2,February,0,8,2024,10,Active (<=30 days)
C008,Home Appliances,498.74,2024-03-11 04:47:34,Monday,0,4,3,March,0,11,2024,13,Active (<=30 days)
C014,Electronics,382.58,2024-03-19 01:35:26,Tuesday,1,1,3,March,0,12,2024,53,At-risk (31-90 days)
C015,Clothing,350.06,2024-01-23 11:36:57,Tuesday,1,11,1,January,0,4,2024,8,Active (<=30 days)
C002,Home Appliances,400.11,2024-08-15 20:46:18,Thursday,3,20,8,August,0,33,2024,159,Churned (>90 days)
C012,Home Appliances,221.04,2024-07-08 16:10:12,Monday,0,16,7,July,0,28,2024,33,At-risk (31-90 days)
C017,Sports,287.3,2024-05-19 20:30:13,Sunday,6,20,5,May,1,20,2024,34,At-risk (31-90 days)
C006,Clothing,48.69,2024-10-24 03:08:33,Thursday,3,3,10,October,0,43,2024,27,Active (<=30 days)
C020,Clothing,253.86,2025-03-28 22:50:12,Friday,4,22,3,March,0,13,2025,3,Active (<=30 days)
C005,Clothing,235.96,2024-07-16 06:28:50,Tuesday,1,6,7,July,0,29,2024,36,At-risk (31-90 days)
C015,Home Appliances,336.75,2024-12-27 08:56:57,Friday,4,8,12,December,0,52,2024,8,Active (<=30 days)
C010,Books,87.41,2024-12-09 02:26:23,Monday,0,2,12,December,0,50,2024,5,Active (<=30 days)
C012,Books,156.59,2024-11-25 13:41:30,Monday,0,13,11,November,0,48,2024,33,At-risk (31-90 days)
C009,Sports,424.2,2024-06-03 17:40:26,Monday,0,17,6,June,0,23,2024,15,Active (<=30 days)
C013,Sports,62.26,2024-10-23 05:08:44,Wednesday,2,5,10,October,0,43,2024,4,Active (<=30 days)
C019,Home Appliances,291.66,2024-08-17 07:30:00,Saturday,5,7,8,August,1,33,2024,18,Active (<=30 days)
C001,Sports,144.5,2025-03-15 13:40:53,Saturday,5,13,3,March,1,11,2025,16,Active (<=30 days)
C002,Books,375.13,2024-08-10 07:02:44,Saturday,5,7,8,August,1,32,2024,159,Churned (>90 days)
C008,Books,402.95,2024-06-19 02:32:25,Wednesday,2,2,6,June,0,25,2024,13,Active (<=30 days)
C007,Books,132.81,2024-04-16 05:44:59,Tuesday,1,5,4,April,0,16,2024,2,Active (<=30 days)
C004,Electronics,161.38,2024-12-08 09:32:23,Sunday,6,9,12,December,1,49,2024,19,Active (<=30 days)
C002,Books,188.78,2024-04-12 01:41:37,Friday,4,1,4,April,0,15,2024,159,Churned (>90 days)
C003,Home Appliances,170.09,2024-11-18 17:32:20,Monday,0,17,11,November,0,47,2024,41,At-risk (31-90 days)
C006,Clothing,74.76,2025-02-22 23:17:21,Saturday,5,23,2,February,1,8,2025,27,Active (<=30 days)
C012,Books,255.88,2024-07-30 16:16:40,Tuesday,1,16,7,July,0,31,2024,33,At-risk (31-90 days)
C006,Home Appliances,457.88,2025-01-09 06:17:40,Thursday,3,6,1,January,0,2,2025,27,Active (<=30 days)
C010,Home Appliances,404.07,2024-12-29 18:19:47,Sunday,6,18,12,December,1,52,2024,5,Active (<=30 days)
C003,Clothing,379.53,2024-06-24 05:45:45,Monday,0,5,6,June,0,26,2024,41,At-risk (31-90 days)
C013,Books,189.23,2024-11-02 11:24:10,Saturday,5,11,11,November,1,44,2024,4,Active (<=30 days)
C001,Home Appliances,272.92,2024-12-19 05:49:33,Thursday,3,5,12,December,0,51,2024,16,Active (<=30 days)
C012,Home Appliances,296.43,2024-10-15 12:46:14,Tuesday,1,12,10,October,0,42,2024,33,At-risk (31-90 days)
C004,Clothing,241.02,2025-03-12 01:23:31,Wednesday,2,1,3,March,0,11,2025,19,Active (<=30 days)
C011,Books,118.47,2024-02-19 02:27:03,Monday,0,2,2,February,0,8,2024,25,Active (<=30 days)
C015,Home Appliances,328.13,2024-03-31 14:59:49,Sunday,6,14,3,March,1,13,2024,8,Active (<=30 days)
C005,Electronics,473.67,2024-08-24 09:46:01,Saturday,5,9,8,August,1,34,2024,36,At-risk (31-90 days)
C016,Electronics,57.62,2025-02-21 12:35:42,Friday,4,12,2,February,0,8,2025,10,Active (<=30 days)
C005,Sports,232.29,2025-02-23 13:55:04,Sunday,6,13,2,February,1,8,2025,36,At-risk (31-90 days)
C014,Books,373.71,2024-04-30 00:30:56,Tuesday,1,0,4,April,0,18,2024,53,At-risk (31-90 days)
C014,Electronics,418.51,2024-11-12 23:49:53,Tuesday,1,23,11,November,0,46,2024,53,At-risk (31-90 days)
C009,Electronics,348.24,2024-06-17 18:12:01,Monday,0,18,6,June,0,25,2024,15,Active (<=30 days)
C015,Sports,475.77,2024-10-08 16:57:28,Tuesday,1,16,10,October,0,41,2024,8,Active (<=30 days)
C004,Home Appliances,276.79,2024-10-05 14:09:54,Saturday,5,14,10,October,1,40,2024,19,Active (<=30 days)
C002,Sports,145.18,2024-04-04 21:13:19,Thursday,3,21,4,April,0,14,2024,159,Churned (>90 days)
C015,Electronics,334.76,2024-01-17 14:07:54,Wednesday,2,14,1,January,0,3,2024,8,Active (<=30 days)
C002,Home Appliances,129.35,2024-04-07 19:23:28,Sunday,6,19,4,April,1,14,2024,159,Churned (>90 days)
C019,Clothing,43.62,2025-03-06 11:10:55,Thursday,3,11,3,March,0,10,2025,18,Active (<=30 days)
C007,Books,115.82,2024-06-29 23:24:36,Saturday,5,23,6,June,1,26,2024,2,Active (<=30 days)
C011,Clothing,396.44,2024-01-03 04:51:30,Wednesday,2,4,1,January,0,1,2024,25,Active (<=30 days)
C009,Clothing,493.89,2025-02-23 14:20:45,Sunday,6,14,2,February,1,8,2025,15,Active (<=30 days)
C009,Clothing,63.86,2024-01-21 00:34:36,Sunday,6,0,1,January,1,3,2024,15,Active (<=30 days)
C005,Electronics,185.54,2024-07-03 19:21:59,Wednesday,2,19,7,July,0,27,2024,36,At-risk (31-90 days)
C019,Home Appliances,17.73,2024-07-25 02:48:32,Thursday,3,2,7,July,0,30,2024,18,Active (<=30 days)
C021,Books,29.99,2025-01-15 14:30:45,Wednesday,2,14,1,January,0,3,2025,75,At-risk (31-90 days)
C022,Clothing,59.0,2025-02-28 09:05:00,Friday,4,9,2,February,0,9,2025,31,At-risk (31-90 days)
