session_id,student_id,course_id,session_start,session_end,duration_minutes,active_minutes,idle_minutes,video_watched_minutes,reading_minutes,modules_accessed,session_date,session_year,session_month,session_month_name,session_day,session_weekday,session_weekday_name,session_is_weekend,session_week,session_week_number,session_hour,session_day_part,duration_minutes_outlier_class,duration_minutes_is_outlier,active_minutes_outlier_class,active_minutes_is_outlier,idle_minutes_outlier_class,idle_minutes_is_outlier,video_watched_minutes_outlier_class,video_watched_minutes_is_outlier,reading_minutes_outlier_class,reading_minutes_is_outlier,modules_accessed_outlier_class,modules_accessed_is_outlier,session_year_outlier_class,session_year_is_outlier,session_month_outlier_class,session_month_is_outlier,session_day_outlier_class,session_day_is_outlier,session_weekday_outlier_class,session_weekday_is_outlier,session_is_weekend_outlier_class,session_is_weekend_is_outlier,session_week_outlier_class,session_week_is_outlier,session_week_number_outlier_class,session_week_number_is_outlier,session_hour_outlier_class,session_hour_is_outlier
SES00019,S0002,C002,2026-02-05 12:00:00,2026-02-05 13:00:00,60.0,38.5,6.2,9.3,19.5,4,2026-02-05,2026,2,February,5,3,Thursday,0,6,6,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00024,S0019,C004,2026-02-06 18:00:00,2026-02-06 19:00:00,60.0,42.5,14.2,44.9,35.6,4,2026-02-06,2026,2,February,6,4,Friday,0,6,6,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00068,S0007,C001,2026-02-17 18:00:00,2026-02-17 19:00:00,60.0,85.5,6.2,33.6,32.8,4,2026-02-17,2026,2,February,17,1,Tuesday,0,8,8,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00140,S0031,C004,2026-03-07 18:00:00,2026-03-07 19:00:00,60.0,35.9,18.5,59.0,16.2,2,2026-03-07,2026,3,March,7,5,Saturday,1,10,10,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00136,S0012,C003,2026-03-06 18:00:00,2026-03-06 19:00:00,60.0,59.8,14.8,47.1,38.4,4,2026-03-06,2026,3,March,6,4,Friday,0,10,10,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00029,S0019,C004,2026-02-08 00:00:00,2026-02-08 01:00:00,60.0,55.3,6.3,37.7,10.6,3,2026-02-08,2026,2,February,8,6,Sunday,1,6,6,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00028,S0038,C001,2026-02-07 18:00:00,2026-02-07 19:00:00,60.0,92.9,14.1,54.0,13.6,2,2026-02-07,2026,2,February,7,5,Saturday,1,6,6,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00056,S0026,C003,2026-02-14 18:00:00,2026-02-14 19:00:00,60.0,71.9,3.2,38.6,39.6,4,2026-02-14,2026,2,February,14,5,Saturday,1,7,7,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00003,S0015,C004,2026-02-01 12:00:00,2026-02-01 13:00:00,60.0,65.0,3.5,14.0,34.8,4,2026-02-01,2026,2,February,1,6,Sunday,1,5,5,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00031,S0001,C003,2026-02-08 12:00:00,2026-02-08 13:00:00,60.0,82.0,8.3,12.9,36.1,3,2026-02-08,2026,2,February,8,6,Sunday,1,6,6,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00145,S0015,C004,2026-03-09 00:00:00,2026-03-09 01:00:00,60.0,13.7,13.2,35.4,19.0,3,2026-03-09,2026,3,March,9,0,Monday,0,11,11,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00113,S0038,C004,2026-03-01 00:00:00,2026-03-01 01:00:00,60.0,40.5,7.4,12.2,19.3,1,2026-03-01,2026,3,March,1,6,Sunday,1,9,9,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00034,S0013,C002,2026-02-09 06:00:00,2026-02-09 07:00:00,60.0,54.5,12.6,32.9,22.2,3,2026-02-09,2026,2,February,9,0,Monday,0,7,7,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00059,S0047,C004,2026-02-15 12:00:00,2026-02-15 13:00:00,60.0,67.7,10.2,42.3,21.4,1,2026-02-15,2026,2,February,15,6,Sunday,1,7,7,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00147,S0006,C002,2026-03-09 12:00:00,2026-03-09 13:00:00,60.0,54.1,12.2,51.5,26.4,1,2026-03-09,2026,3,March,9,0,Monday,0,11,11,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00030,S0014,C004,2026-02-08 06:00:00,2026-02-08 07:00:00,60.0,56.8,17.4,11.9,37.9,2,2026-02-08,2026,2,February,8,6,Sunday,1,6,6,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00074,S0030,C001,2026-02-19 06:00:00,2026-02-19 07:00:00,60.0,78.0,13.8,13.2,39.8,2,2026-02-19,2026,2,February,19,3,Thursday,0,8,8,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00133,S0013,C002,2026-03-06 00:00:00,2026-03-06 01:00:00,60.0,20.3,18.7,11.1,12.1,2,2026-03-06,2026,3,March,6,4,Friday,0,10,10,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00071,S0047,C004,2026-02-18 12:00:00,2026-02-18 13:00:00,60.0,50.3,11.5,53.9,20.3,4,2026-02-18,2026,2,February,18,2,Wednesday,0,8,8,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00075,S0021,C001,2026-02-19 12:00:00,2026-02-19 13:00:00,60.0,49.0,7.4,57.9,14.8,2,2026-02-19,2026,2,February,19,3,Thursday,0,8,8,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00053,S0017,C004,2026-02-14 00:00:00,2026-02-14 01:00:00,60.0,99.6,10.9,17.7,19.0,1,2026-02-14,2026,2,February,14,5,Saturday,1,7,7,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00041,S0038,C003,2026-02-11 00:00:00,2026-02-11 01:00:00,60.0,25.6,14.9,54.4,21.9,2,2026-02-11,2026,2,February,11,2,Wednesday,0,7,7,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00146,S0021,C002,2026-03-09 06:00:00,2026-03-09 07:00:00,60.0,80.0,6.3,10.3,35.6,4,2026-03-09,2026,3,March,9,0,Monday,0,11,11,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00054,S0049,C002,2026-02-14 06:00:00,2026-02-14 07:00:00,60.0,79.5,4.4,53.1,23.6,2,2026-02-14,2026,2,February,14,5,Saturday,1,7,7,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00060,S0001,C004,2026-02-15 18:00:00,2026-02-15 19:00:00,60.0,11.0,13.4,44.9,10.4,1,2026-02-15,2026,2,February,15,6,Sunday,1,7,7,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00048,S0010,C003,2026-02-12 18:00:00,2026-02-12 19:00:00,60.0,23.8,20.0,21.2,9.2,4,2026-02-12,2026,2,February,12,3,Thursday,0,7,7,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00044,S0030,C001,2026-02-11 18:00:00,2026-02-11 19:00:00,60.0,11.3,7.3,39.2,24.4,1,2026-02-11,2026,2,February,11,2,Wednesday,0,7,7,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00049,S0015,C003,2026-02-13 00:00:00,2026-02-13 01:00:00,60.0,64.1,14.6,41.5,37.1,3,2026-02-13,2026,2,February,13,4,Friday,0,7,7,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00076,S0010,C002,2026-02-19 18:00:00,2026-02-19 19:00:00,60.0,52.2,6.3,14.8,7.2,3,2026-02-19,2026,2,February,19,3,Thursday,0,8,8,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00139,S0039,C004,2026-03-07 12:00:00,2026-03-07 13:00:00,60.0,98.6,4.5,59.2,26.9,4,2026-03-07,2026,3,March,7,5,Saturday,1,10,10,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00073,S0039,C002,2026-02-19 00:00:00,2026-02-19 01:00:00,60.0,17.2,12.6,42.5,5.1,1,2026-02-19,2026,2,February,19,3,Thursday,0,8,8,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00005,S0049,C002,2026-02-02 00:00:00,2026-02-02 01:00:00,60.0,47.1,16.4,52.1,30.7,3,2026-02-02,2026,2,February,2,0,Monday,0,6,6,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00082,S0037,C004,2026-02-21 06:00:00,2026-02-21 07:00:00,60.0,36.3,16.3,45.3,37.3,1,2026-02-21,2026,2,February,21,5,Saturday,1,8,8,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00150,S0022,C004,2026-03-10 06:00:00,2026-03-10 07:00:00,60.0,98.0,2.1,14.1,34.9,4,2026-03-10,2026,3,March,10,1,Tuesday,0,11,11,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00047,S0003,C002,2026-02-12 12:00:00,2026-02-12 13:00:00,60.0,43.5,12.3,37.7,6.1,2,2026-02-12,2026,2,February,12,3,Thursday,0,7,7,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00120,S0047,C001,2026-03-02 18:00:00,2026-03-02 19:00:00,60.0,10.7,11.1,46.4,5.7,4,2026-03-02,2026,3,March,2,0,Monday,0,10,10,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00023,S0021,C001,2026-02-06 12:00:00,2026-02-06 13:00:00,60.0,66.3,11.3,14.1,34.8,4,2026-02-06,2026,2,February,6,4,Friday,0,6,6,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00091,S0049,C004,2026-02-23 12:00:00,2026-02-23 13:00:00,60.0,70.3,5.3,54.7,11.2,1,2026-02-23,2026,2,February,23,0,Monday,0,9,9,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00102,S0047,C004,2026-02-26 06:00:00,2026-02-26 07:00:00,60.0,91.9,6.4,26.7,38.2,3,2026-02-26,2026,2,February,26,3,Thursday,0,9,9,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00007,S0008,C003,2026-02-02 12:00:00,2026-02-02 13:00:00,60.0,29.6,16.8,55.5,18.0,2,2026-02-02,2026,2,February,2,0,Monday,0,6,6,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00111,S0037,C004,2026-02-28 12:00:00,2026-02-28 13:00:00,60.0,66.8,14.6,25.7,27.6,1,2026-02-28,2026,2,February,28,5,Saturday,1,9,9,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00094,S0025,C004,2026-02-24 06:00:00,2026-02-24 07:00:00,60.0,43.0,13.8,10.5,6.4,1,2026-02-24,2026,2,February,24,1,Tuesday,0,9,9,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00119,S0010,C001,2026-03-02 12:00:00,2026-03-02 13:00:00,60.0,63.9,2.0,10.4,28.2,1,2026-03-02,2026,3,March,2,0,Monday,0,10,10,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00131,S0015,C003,2026-03-05 12:00:00,2026-03-05 13:00:00,60.0,80.4,6.1,40.9,28.6,4,2026-03-05,2026,3,March,5,3,Thursday,0,10,10,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00129,S0034,C003,2026-03-05 00:00:00,2026-03-05 01:00:00,60.0,74.9,10.6,31.5,9.9,2,2026-03-05,2026,3,March,5,3,Thursday,0,10,10,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00027,S0037,C004,2026-02-07 12:00:00,2026-02-07 13:00:00,60.0,89.8,18.1,22.4,13.7,1,2026-02-07,2026,2,February,7,5,Saturday,1,6,6,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00050,S0016,C003,2026-02-13 06:00:00,2026-02-13 07:00:00,60.0,20.8,12.7,51.0,16.3,1,2026-02-13,2026,2,February,13,4,Friday,0,7,7,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00117,S0009,C001,2026-03-02 00:00:00,2026-03-02 01:00:00,60.0,50.3,4.0,57.5,28.4,3,2026-03-02,2026,3,March,2,0,Monday,0,10,10,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00144,S0031,C002,2026-03-08 18:00:00,2026-03-08 19:00:00,60.0,21.1,4.0,21.7,5.8,3,2026-03-08,2026,3,March,8,6,Sunday,1,10,10,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00051,S0050,C004,2026-02-13 12:00:00,2026-02-13 13:00:00,60.0,42.8,9.1,6.0,26.3,2,2026-02-13,2026,2,February,13,4,Friday,0,7,7,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00137,S0017,C001,2026-03-07 00:00:00,2026-03-07 01:00:00,60.0,68.9,4.7,53.2,26.4,4,2026-03-07,2026,3,March,7,5,Saturday,1,10,10,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00092,S0016,C004,2026-02-23 18:00:00,2026-02-23 19:00:00,60.0,78.7,12.1,52.6,28.7,3,2026-02-23,2026,2,February,23,0,Monday,0,9,9,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00016,S0026,C001,2026-02-04 18:00:00,2026-02-04 19:00:00,60.0,73.2,15.3,16.9,14.3,4,2026-02-04,2026,2,February,4,2,Wednesday,0,6,6,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00149,S0047,C004,2026-03-10 00:00:00,2026-03-10 01:00:00,60.0,51.8,17.3,34.8,37.8,1,2026-03-10,2026,3,March,10,1,Tuesday,0,11,11,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00010,S0038,C001,2026-02-03 06:00:00,2026-02-03 07:00:00,60.0,13.2,2.9,59.2,32.0,2,2026-02-03,2026,2,February,3,1,Tuesday,0,6,6,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00112,S0008,C002,2026-02-28 18:00:00,2026-02-28 19:00:00,60.0,26.0,5.7,26.7,17.0,4,2026-02-28,2026,2,February,28,5,Saturday,1,9,9,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00067,S0049,C001,2026-02-17 12:00:00,2026-02-17 13:00:00,60.0,60.0,18.1,48.8,31.3,2,2026-02-17,2026,2,February,17,1,Tuesday,0,8,8,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00037,S0004,C002,2026-02-10 00:00:00,2026-02-10 01:00:00,60.0,85.8,18.0,5.9,20.2,2,2026-02-10,2026,2,February,10,1,Tuesday,0,7,7,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00148,S0019,C003,2026-03-09 18:00:00,2026-03-09 19:00:00,60.0,98.7,12.6,38.9,20.5,2,2026-03-09,2026,3,March,9,0,Monday,0,11,11,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00064,S0007,C001,2026-02-16 18:00:00,2026-02-16 19:00:00,60.0,24.9,15.5,28.1,17.0,1,2026-02-16,2026,2,February,16,0,Monday,0,8,8,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00038,S0042,C001,2026-02-10 06:00:00,2026-02-10 07:00:00,60.0,15.0,5.4,59.6,9.6,2,2026-02-10,2026,2,February,10,1,Tuesday,0,7,7,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00079,S0002,C004,2026-02-20 12:00:00,2026-02-20 13:00:00,60.0,91.6,17.7,55.2,10.3,2,2026-02-20,2026,2,February,20,4,Friday,0,8,8,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00084,S0007,C001,2026-02-21 18:00:00,2026-02-21 19:00:00,60.0,62.8,9.9,25.8,30.4,1,2026-02-21,2026,2,February,21,5,Saturday,1,8,8,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00025,S0045,C002,2026-02-07 00:00:00,2026-02-07 01:00:00,60.0,56.1,2.5,43.9,16.9,1,2026-02-07,2026,2,February,7,5,Saturday,1,6,6,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00012,S0045,C003,2026-02-03 18:00:00,2026-02-03 19:00:00,60.0,52.7,14.2,49.7,38.0,1,2026-02-03,2026,2,February,3,1,Tuesday,0,6,6,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00130,S0006,C002,2026-03-05 06:00:00,2026-03-05 07:00:00,60.0,96.7,14.3,57.8,14.9,3,2026-03-05,2026,3,March,5,3,Thursday,0,10,10,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00088,S0047,C001,2026-02-22 18:00:00,2026-02-22 19:00:00,60.0,85.9,16.7,48.1,21.5,2,2026-02-22,2026,2,February,22,6,Sunday,1,8,8,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00039,S0045,C003,2026-02-10 12:00:00,2026-02-10 13:00:00,60.0,35.3,3.5,37.2,9.4,2,2026-02-10,2026,2,February,10,1,Tuesday,0,7,7,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00014,S0045,C004,2026-02-04 06:00:00,2026-02-04 07:00:00,60.0,61.5,15.9,49.0,36.4,4,2026-02-04,2026,2,February,4,2,Wednesday,0,6,6,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00104,S0002,C001,2026-02-26 18:00:00,2026-02-26 19:00:00,60.0,86.5,10.2,38.5,30.8,3,2026-02-26,2026,2,February,26,3,Thursday,0,9,9,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00124,S0024,C002,2026-03-03 18:00:00,2026-03-03 19:00:00,60.0,98.4,16.1,15.2,35.1,2,2026-03-03,2026,3,March,3,1,Tuesday,0,10,10,18,Evening,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00099,S0027,C003,2026-02-25 12:00:00,2026-02-25 13:00:00,60.0,79.2,19.3,25.7,23.6,1,2026-02-25,2026,2,February,25,2,Wednesday,0,9,9,12,Afternoon,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00126,S0040,C001,2026-03-04 06:00:00,2026-03-04 07:00:00,60.0,53.0,6.7,30.8,28.4,2,2026-03-04,2026,3,March,4,2,Wednesday,0,10,10,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00110,S0006,C004,2026-02-28 06:00:00,2026-02-28 07:00:00,60.0,92.6,3.1,15.8,19.7,4,2026-02-28,2026,2,February,28,5,Saturday,1,9,9,6,Morning,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
SES00097,S0016,C003,2026-02-25 00:00:00,2026-02-25 01:00:00,60.0,86.0,9.8,6.3,31.2,3,2026-02-25,2026,2,February,25,2,Wednesday,0,9,9,0,Night,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0,Normal,0
